ham,symbol,unicode
hamfinger2 hamthumbacrossmod hamextfingeri hampalmr hamchest hamtouch,i,e002 e00d e02c e03a e052 e0d1
hamfinger2345 hamthumboutmod hamindexfinger hamfingerhookmod hammiddlefinger hamfingerhookmod hamringfinger hamfingerhookmod hamextfingerul hampalml hamear hamlrat hamtouch hamnomotion hamplus hamparbegin hamfinger2 hamfingerstraightmod hamplus hamfinger2 hamthumbacrossmod hamparend hamparbegin hamextfingeru hampalmd hamplus hamextfingeru hampalmd hamparend hamparbegin hampalm hamplus hamindexfinger hamfingernail hampalm hamparend hamtouch hamshoulders hamclose hamnomotion hammoveu hamsmallmod hamrepeatfromstart,i_ball_mobile,e005 e00c e071 e012 e072 e012 e073 e012 e027 e03e e047 e059 e0d1 e0af e0e7 e0e2 e002 e010 e0e7 e002 e00d e0e3 e0e2 e020 e03c e0e7 e020 e03c e0e3 e0e2 e067 e0e7 e071 e076 e067 e0e3 e0d1 e051 e0d0 e0af e080 e0c6 e0d8
hamfinger2 hamextfingeru hampalml hamear hamtouch hamparbegin hamreplace hamextfingero hampalmd hamshoulders hamlrat hamparend,ignore,e002 e020 e03e e047 e0d1 e0e2 e0aa e029 e03c e051 e059 e0e3
hamsymmlr hamfinger23spread hamthumbacrossmod hammiddlefinger hamfingerstraightmod hamextfingero hampalmu hamchest hamclose hamplus hamsymmlr hamfinger2 hamthumboutmod hamextfingerul hambetween hamextfingeru hampalml hamshouldertop hamclose,immediate,e0e9 e004 e00d e072 e010 e029 e038 e052 e0d0 e0e7 e0e9 e002 e00c e027 e0e6 e020 e03e e050 e0d0
hamfinger2 hamthumbacrossmod hamextfingeru hampalml hamcheek hamtouch hamreplace hampinch12open hamfingerstraightmod hamextfingeru hampalmdl hamshouldertop hamlrat hamclose,important,e002 e00d e020 e03e e049 e0d1 e0aa e008 e010 e020 e03d e050 e059 e0d0
hamparbegin hamflathand hamextfingerol hampalmd hamplus hamflathand hamextfingero hambetween hamextfingeror hampalmd hamparend hamparbegin hamchest hamplus hamshoulders hamparend hammoveol hamlargemod,in,e0e2 e001 e028 e03c e0e7 e001 e029 e0e6 e02a e03c e0e3 e0e2 e052 e0e7 e051 e0e3 e088 e0c7
hamflathand hamthumboutmod hamextfingerul hambetween hamextfingerl hampalml hamneck hamtouch hammover hamrepeatfromstart,greedy,e001 e00c e027 e0e6 e026 e03e e04f e0d1 e082 e0d8
hamparbegin hamfinger23spread hamthumbacrossmod hamplus hamfinger23spread hamthumbacrossmod hamparend hamparbegin hamextfingerl hampalml hamplus hamextfingerr hampalmr hamparend hamparbegin hammiddlefinger hamfingertip hamplus hammiddlefinger hamfingertip hamparend hamtouch hammover hamreplace hamextfingeru hampalmd hamparbegin hammoved hamreplace hamextfingero hampalmd hamparend,grid,e0e2 e004 e00d e0e7 e004 e00d e0e3 e0e2 e026 e03e e0e7 e022 e03a e0e3 e0e2 e072 e075 e0e7 e072 e075 e0e3 e0d1 e082 e0aa e020 e03c e0e2 e084 e0aa e029 e03c e0e3
hamsymmlr hamfist hamthumbacrossmod hamextfingero hampalml hamchest hamclose hamplus hamcee12 hamfingerstraightmod hamextfingerl hampalmu hamtongue hamclose,groundnut,e0e9 e000 e00d e029 e03e e052 e0d0 e0e7 e009 e010 e026 e038 e04b e0d0
hamsymmlr hamflathand hamfingerstraightmod hamextfingero hampalml hamparbegin hammiddlefinger hamfingertip hamplus hammiddlefinger hamfingertip hamparend hamtouch hamparbegin hammovei hamarcr hamreplace hamflathand hamextfingerr hambetween hamextfingero hampalml hamparend hamparbegin hamthumbball hamplus hamthumbball hamparend hamtouch,group,e0e9 e001 e010 e029 e03e e0e2 e072 e075 e0e7 e072 e075 e0e3 e0d1 e0e2 e08c e0bb e0aa e001 e022 e0e6 e029 e03e e0e3 e0e2 e066 e0e7 e066 e0e3 e0d1
hamfinger2 hamthumbacrossmod hamextfingerul hampalml hamcheek hamlrat hamtouch hamnomotion hamplus hamfinger2345 hamthumb hamfingerbendmod hammiddlefinger hamfingerbendmod hamextfingerol hambetween hamextfingero hampalmu hamshoulders hamlrat hamclose hamreplace hamfinger2345 hamplus hamfinger2345 hamthumb hamfingerbendmod hammiddlefinger hamfingerbendmod hamextfingerol hambetween hamextfingero hampalmu hamshoulders hamlrat hamclose hamreplace hamfinger2345 hamplus hamfinger2345 hamthumb hamfingerbendmod hammiddlefinger hamfingerbendmod hamextfingerol hambetween hamextfingero hampalmu hamshoulders hamlrat hamclose hamreplace hamfinger2345,guess,e002 e00d e027 e03e e049 e059 e0d1 e0af e0e7 e005 e070 e011 e072 e011 e028 e0e6 e029 e038 e051 e059 e0d0 e0aa e005 e0e7 e005 e070 e011 e072 e011 e028 e0e6 e029 e038 e051 e059 e0d0 e0aa e005 e0e7 e005 e070 e011 e072 e011 e028 e0e6 e029 e038 e051 e059 e0d0 e0aa e005
hamsymmpar hamparbegin hamfist hamthumboutmod hamplus hamflathand hamthumboutmod hamparend hamparbegin hamextfingerol hampalml hamplus hamextfingero hampalmu hamparend hamparbegin hampalm hamplus hampinkyside hamparend hamtouch hammoveo,guidance,e0e8 e0e2 e000 e00c e0e7 e001 e00c e0e3 e0e2 e028 e03e e0e7 e029 e038 e0e3 e0e2 e067 e0e7 e06a e0e3 e0d1 e089
hamfinger2 hamthumbacrossmod hamextfingerul hampalml hamlrat hamshoulders hamtouch hammovedr hammoveur hammovedl,guilt,e002 e00d e027 e03e e059 e051 e0d1 e083 e081 e085
hamfinger2 hamfingerbendmod hamthumbacrossmod hamextfingeru hampalmdl hamforehead hamclose hammovei hamrepeatfromstart,gujarat,e002 e011 e00d e020 e03d e042 e0d0 e08c e0d8
hamfinger2345 hammiddlefinger hamfingerbendmod hamextfingerul hambetween hamextfingerl hampalml hamlrat hamchest hamtouch hammoveo hamsmallmod hamrepeatfromstartseveral,habit,e005 e072 e011 e027 e0e6 e026 e03e e059 e052 e0d1 e089 e0c6 e0d9
hamparbegin hamfinger2345 hamthumboutmod hammiddlefinger hamfingerstraightmod hamplus hamfinger2345 hamthumboutmod hamparend hamparbegin hamextfingerol hampalmd hamplus hamextfingeror hampalmu hamparend hamparbegin hampalm hamplus hammiddlefinger hamfingerpad hamparend hamtouch hamchest hamclose hamnomotion hamplus hamfinger2 hamthumboutmod hamextfingeru hambetween hamextfingero hampalmd hamshoulders hamclose hammoveo hamslow hamrepeatfromstart,habitat,e0e2 e005 e00c e072 e010 e0e7 e005 e00c e0e3 e0e2 e028 e03c e0e7 e02a e038 e0e3 e0e2 e067 e0e7 e072 e077 e0e3 e0d1 e052 e0d0 e0af e0e7 e002 e00c e020 e0e6 e029 e03c e051 e0d0 e089 e0c9 e0d8
hamfinger2 hamfingerbendmod hamparbegin hamextfingeru hampalmdl hamplus hamextfingeru hampalmd hamparend hamparbegin hamshouldertop hamlrat hamplus hamlrat hamchest hamparend hamseqbegin hammovedl hamlargemod hammoveur hamlargemod hamseqend hamrepeatfromstart hamplus hamcee12 hamextfingerr hampalml hamshouldertop hamlrat hammoved,hammar,e002 e011 e0e2 e020 e03d e0e7 e020 e03c e0e3 e0e2 e050 e059 e0e7 e059 e052 e0e3 e0e0 e085 e0c7 e081 e0c7 e0e1 e0d8 e0e7 e009 e022 e03e e050 e059 e084
hamsymmlr hamflathand hamextfingerul hampalml hamlips hamlrat hamcirclei hamsmallmod,handkerchief,e0e9 e001 e027 e03e e04a e059 e093 e0c6
hamflathand hamthumboutmod hamextfingeril hampalmdr hamneck hamtouch hammover hamlargemod hammoveu hamlargemod hamreplace hamfist hamthumbacrossmod hamextfingeruo hampalmu,hang,e001 e00c e02b e03b e04f e0d1 e082 e0c7 e080 e0c7 e0aa e000 e00d e031 e038
hamflathand hamparbegin hamextfingerul hampalmr hamplus hamextfingerur hampalmdr hamparend hamparbegin hampalm hamplus hampalm hamparend hamtouch hamshoulders hammover hamplus hamparbegin hamfinger2 hamthumbacrossmod hamfingerbendmod hamplus hamflathand hamparend hamparbegin hamextfingerul hampalmdl hamplus hamextfingero hampalmur hamparend hamparbegin hampalm hamplus hamindexfinger hamfingerside hamparend hamtouch hamshoulders,haryana,e001 e0e2 e027 e03a e0e7 e021 e03b e0e3 e0e2 e067 e0e7 e067 e0e3 e0d1 e051 e082 e0e7 e0e2 e002 e00d e011 e0e7 e001 e0e3 e0e2 e027 e03d e0e7 e029 e039 e0e3 e0e2 e067 e0e7 e071 e07a e0e3 e0d1 e051
hamparbegin hamflathand hamplus hamflathand hamparend hamparbegin hamextfingerol hamplus hamextfingerr hamparend hamparbegin hampalmdl hamplus hampalmr hamparend hamparbegin hamthumbside hamplus hampalm hamparend hammoveol hamrepeatfromstart hamreplace hamfinger2 hamthumboutmod hamextfingeru hampalmd hameyes hamlrbeside hamclose hammoved hamlargemod,hcarpenter,e0e2 e001 e0e7 e001 e0e3 e0e2 e028 e0e7 e022 e0e3 e0e2 e03d e0e7 e03a e0e3 e0e2 e069 e0e7 e067 e0e3 e088 e0d8 e0aa e002 e00c e020 e03c e044 e058 e0d0 e084 e0c7
hamflathand hamthumboutmod hamextfingero hampalmd hamchest hamclose hammoved,hchild,e001 e00c e029 e03c e052 e0d0 e084
hamparbegin hamfist hamthumbacrossmod hamplus hamfist hamthumbacrossmod hamparend hamparbegin hamextfingero hampalmd hamplus hamextfingero hampalmr hamparend hamparbegin hamchest hamclose hamplus hamstomach hamclose hamparend hamcircled hamlargemod hamcircled hamlargemod hamreplace hamfinger2 hamthumboutmod hamextfingeru hampalmd hameyes hamlrbeside hamclose hammoved hamlargemod,hcook,e0e2 e000 e00d e0e7 e000 e00d e0e3 e0e2 e029 e03c e0e7 e029 e03a e0e3 e0e2 e052 e0d0 e0e7 e053 e0d0 e0e3 e094 e0c7 e094 e0c7 e0aa e002 e00c e020 e03c e044 e058 e0d0 e084 e0c7
hamfinger2 hamthumboutmod hamfingerstraightmod hambetween hamfinger2 hamthumbopenmod hamfingerstraightmod hamextfingeru hampalml hamnostrils hamlrat hambetween hamlips hamlrat hamseqbegin hamtouch hamfingertip hamindexfinger hamseqend hamparbegin hamreplace hamflathand hamextfingero hampalml hamchest hamlrat hambetween hamchest hamparend,he,e002 e00c e010 e0e6 e002 e00e e010 e020 e03e e046 e059 e0e6 e04a e059 e0e0 e0d1 e075 e071 e0e1 e0e2 e0aa e001 e029 e03e e052 e059 e0e6 e052 e0e3
hamfinger2345 hamthumboutmod hamextfingeru hampalmdl hamear hamlrat hamtouch,hear-listen,e005 e00c e020 e03d e047 e059 e0d1
hamfinger2 hamthumbacrossmod hamextfingeru hampalml hamear hamlrat hamtouch hamparbegin hamreplace hamextfingerul hampalmdl hamchin hamparend,hearing,e002 e00d e020 e03e e047 e059 e0d1 e0e2 e0aa e027 e03d e04d e0e3
hamsymmlr hamfinger2345 hamthumboutmod hamextfingerd hambetween hamextfingero hampalmu hamstomach hamclose hammoveu hamsmallmod hamslow hammoved,heavy,e0e9 e005 e00c e024 e0e6 e029 e038 e053 e0d0 e080 e0c6 e0c9 e084
hamfinger2345 hamthumboutmod hamringfinger hamfingerhookmod hampinky hamfingerhookmod hamextfingeru hampalmd hamchest hamlrat hamclose hammoveo hamsmallmod,height,e005 e00c e073 e012 e074 e012 e020 e03c e052 e059 e0d0 e089 e0c6
hamsymmlr hamfinger2345 hamthumboutmod hamextfingerl hampalml hamfingerplay,hfear,e0e9 e005 e00c e026 e03e e0a4
hamsymmlr hamfinger2345 hamthumboutmod hamfingerbendmod hamextfingeru hampalmu hamshoulders hamlrat hamtouch hamswinging hamlargemod,hhappy,e0e9 e005 e00c e011 e020 e038 e051 e059 e0d1 e0a6 e0c7
hamsymmlr hamflathand hamextfingerul hampalmdl hamorirelative hamtouch hamchest hamclose,hhome,e0e9 e001 e027 e03d e0ed e0d1 e052 e0d0
hamflathand hamthumboutmod hamindexfinger hamfingerstraightmod hamextfingerul hambetween hamextfingeru hampalml hamcheek hamlrat hamtouch hamnomotion hamplus hampinch12open hamthumbacrossmod hamextfingeru hampalmdl hamshoulders hamlrat hamclose hamnomotion hamplus hamparbegin hamcee12 hamfingerstraightmod hamplus hamflathand hamthumboutmod hamparend hamparbegin hamextfingerol hampalmd hamplus hamextfingeror hambetween hamextfingero hampalmu hamparend hamparbegin hampalm hamplus hamindexfinger hamfingertip hamparend hamtouch hamlrat hamchest hamclose hammover hamwavy hamnomotion hamplus hamparbegin hampinchall hamthumbacrossmod hamfingerstraightmod hamplus hamflathand hamthumboutmod hamparend hamparbegin hamextfingerl hambetween hamextfingerol hampalmu hamplus hamextfingeror hambetween hamextfingero hampalmu hamparend hamparbegin hampalm hamplus hamhandback hamparend hamclose hamlrat hamchest hamclose hammoveu hamreplace hamfinger2345 hamthumboutmod hamextfingero hambetween hamextfingerol hampalmu,highlighter,e001 e00c e071 e010 e027 e0e6 e020 e03e e049 e059 e0d1 e0af e0e7 e008 e00d e020 e03d e051 e059 e0d0 e0af e0e7 e0e2 e009 e010 e0e7 e001 e00c e0e3 e0e2 e028 e03c e0e7 e02a e0e6 e029 e038 e0e3 e0e2 e067 e0e7 e071 e075 e0e3 e0d1 e059 e052 e0d0 e082 e0bd e0af e0e7 e0e2 e007 e00d e010 e0e7 e001 e00c e0e3 e0e2 e026 e0e6 e028 e038 e0e7 e02a e0e6 e029 e038 e0e3 e0e2 e067 e0e7 e068 e0e3 e0d0 e059 e052 e0d0 e080 e0aa e005 e00c e029 e0e6 e028 e038
hamfist hamthumboutmod hamextfingeru hambetween hamextfingeri hampalmul hamforehead hamtouch hammoveu hamsmallmod hamrepeatfromstart,hindi,e000 e00c e020 e0e6 e02c e03f e042 e0d1 e080 e0c6 e0d8
hamfist hamthumboutmod hamextfingerd hampalmr hamforehead hamclose hammoveo,hindu,e000 e00c e024 e03a e042 e0d0 e089
hamflathand hamthumboutmod hamextfingeru hampalml hamshoulders hamlrat hammovedl hamarcl hamfast hamlrat hamstomach hamreplace hamextfingerul,hit,e001 e00c e020 e03e e051 e059 e085 e0b9 e0c8 e059 e053 e0aa e027
hamfinger2345 hamthumbacrossmod hamthumb hamfingernail hamindexfinger hamextfingeru hampalml hamlrat hamshoulders hamtouch hammoveo hamsmallmod hammovei hamsmallmod hammoveo hamsmallmod hammovei hamsmallmod,hlike,e005 e00d e070 e076 e071 e020 e03e e059 e051 e0d1 e089 e0c6 e08c e0c6 e089 e0c6 e08c e0c6
hamfinger2 hamthumbacrossmod hamextfingerul hampalmdl hamnose hamlrat hamtouch,hmother,e002 e00d e027 e03d e045 e059 e0d1
hampinch12open hamthumbacrossmod hamextfingeru hampalmdl hamlrat hamshoulders hamtouch hamnomotion hammoveo hamsmallmod hamrepeatfromstart,hobby,e008 e00d e020 e03d e059 e051 e0d1 e0af e089 e0c6 e0d8
hamfinger2 hamthumbacrossmod hamfingerbendmod hamextfingerd hampalml hamchest hamlrat hamclose hamreplace hamextfingerl hambetween hamextfingero hampalml hammovel hamsmallmod hamplus hamfinger2 hamthumbacrossmod hamfingerbendmod hamextfingerd hampalml hamchest hamlrat hamclose hamreplace hamextfingerl hambetween hamextfingero hampalml hammovel hamplus hamfinger2 hamthumbacrossmod hamfingerbendmod hamextfingerd hampalml hamchest hamclose hamcircleu hamreplace hamextfingerd hampalmd,hockey,e002 e00d e011 e024 e03e e052 e059 e0d0 e0aa e026 e0e6 e029 e03e e086 e0c6 e0e7 e002 e00d e011 e024 e03e e052 e059 e0d0 e0aa e026 e0e6 e029 e03e e086 e0e7 e002 e00d e011 e024 e03e e052 e0d0 e095 e0aa e024 e03c
hamsymmlr hamfinger2345 hamthumboutmod hamextfingerul hampalml hamchest hamclose hamplus hamsymmlr hamfinger2345 hamthumboutmod hamextfingeror hampalml hambetween hampalmd hamstomach hamclose hammovedr,holiday,e0e9 e005 e00c e027 e03e e052 e0d0 e0e7 e0e9 e005 e00c e02a e03e e0e6 e03c e053 e0d0 e083
hamsymmlr hamflathand hamextfingerul hampalmd hamtouch hamchest hammover hamparbegin hammoved hamreplace hamextfingeru hampalml hamparend,home,e0e9 e001 e027 e03c e0d1 e052 e082 e0e2 e084 e0aa e020 e03e e0e3
hamsymmlr hamfinger2345 hamthumboutmod hamextfingerl hampalml hamfingerplay,horror,e0e9 e005 e00c e026 e03e e0a4
hamsymmlr hamcee12 hamindexfinger hamfingerhookmod hamextfingerol hampalmu hamchest hamclose hammovei hamarcu hamrepeatfromstart,horse,e0e9 e009 e071 e012 e028 e038 e052 e0d0 e08c e0ba e0d8
hamflathand hamextfingeru hampalml hamcheek hamlrat hamtouch hamplus hamfinger23 hamthumbacrossmod hamextfingero hampalmu hamchest hamseqbegin hammoveo hamsmallmod hammovei hamsmallmod hamseqend,hotel,e001 e020 e03e e049 e059 e0d1 e0e7 e003 e00d e029 e038 e052 e0e0 e089 e0c6 e08c e0c6 e0e1
hamparbegin hamfinger2 hamthumbacrossmod hamplus hamfist hamparend hamparbegin hamextfingerd hampalmd hamplus hamextfingerr hampalmd hamparend hamparbegin hamwristback hamplus hamindexfinger hamfingertip hamparend hamtouch hamcircled,hours,e0e2 e002 e00d e0e7 e000 e0e3 e0e2 e024 e03c e0e7 e022 e03c e0e3 e0e2 e064 e0e7 e071 e075 e0e3 e0d1 e094
hamsymmlr hamfinger2 hamthumbacrossmod hamfingerbendmod hamextfingero hambetween hamextfingeru hampalmu hamchest hamclose hamnodding hamrepeatfromstart,hourse,e0e9 e002 e00d e011 e029 e0e6 e020 e038 e052 e0d0 e0a5 e0d8
hamflathand hamthumboutmod hamextfingeru hampalmu hamtongue hamtouch hamplus hamsymmlr hamfinger2345 hamthumboutmod hamextfingerol hampalmd hamshoulders hamclose hammover hamplus hamsymmlr hamparbegin hamfinger2345 hamthumboutmod hamplus hamfinger2345 hamthumboutmod hamparend hamparbegin hamextfingeror hampalmu hamplus hamextfingero hampalmu hamparend hamshoulders hamclose hammoveu hamplus hamsymmlr hamparbegin hamfinger2345 hamthumboutmod hamplus hamfinger2345 hamthumboutmod hamparend hamparbegin hamextfingero hampalmu hamplus hamextfingerol hampalmu hamparend hamshoulders hamclose hammoveu,hover,e001 e00c e020 e038 e04b e0d1 e0e7 e0e9 e005 e00c e028 e03c e051 e0d0 e082 e0e7 e0e9 e0e2 e005 e00c e0e7 e005 e00c e0e3 e0e2 e02a e038 e0e7 e029 e038 e0e3 e051 e0d0 e080 e0e7 e0e9 e0e2 e005 e00c e0e7 e005 e00c e0e3 e0e2 e029 e038 e0e7 e028 e038 e0e3 e051 e0d0 e080
hamfist hamextfingerl hampalmu hamchest hamplus hampinchall hamfingerstraightmod hamextfingerl hambetween hamextfingero hampalmu hamchest hamplus hamfinger2345 hamextfingero hampalmu hamchest hamplus hamfinger2345 hamthumboutmod hammiddlefinger hamfingerbendmod hamringfinger hamfingerstraightmod hampinky hamfingerstraightmod hamextfingero hampalmu hamchest,how_many,e000 e026 e038 e052 e0e7 e007 e010 e026 e0e6 e029 e038 e052 e0e7 e005 e029 e038 e052 e0e7 e005 e00c e072 e011 e073 e010 e074 e010 e029 e038 e052
hamparbegin hamfinger2 hamplus hamflathand hamthumboutmod hamparend hamparbegin hamextfingerol hampalmd hamplus hamextfingerr hampalmd hamparend hamparbegin hamwristback hamhandback hamplus hamindexfinger hamfingertip hamparend hamtouch hammoveil hamslow,howlong?,e0e2 e002 e0e7 e001 e00c e0e3 e0e2 e028 e03c e0e7 e022 e03c e0e3 e0e2 e064 e068 e0e7 e071 e075 e0e3 e0d1 e08b e0c9
hampinchall hamextfingeru hampalmd hamstomach hamlrat hamclose,hroundhand,e007 e020 e03c e053 e059 e0d0
hamfinger23spread hamthumbacrossmod hamextfingeru hampalmu hameyes hamlrat,hsee,e004 e00d e020 e038 e044 e059
hampinch12 hamextfingeru hampalmd hamstomach hamlrat hamclose,hsemiroundhand,e006 e020 e03c e053 e059 e0d0
hamfinger2 hamthumbacrossmod hampinky hamextfingeru hampalmd hamshoulders hamlrat hamclose hamparbegin hammoveu hamcirclei hamparend,hsix,e002 e00d e074 e020 e03c e051 e059 e0d0 e0e2 e080 e093 e0e3
hamfist hamextfingero hampalml hamchest hamclose hamnomotion hamnomotion hamreplace hamflathand hamextfingerdr hambetween hamextfingero hampalmul hamchest hamclose,hthis,e000 e029 e03e e052 e0d0 e0af e0af e0aa e001 e023 e0e6 e029 e03f e052 e0d0
hamsymmlr hamfist hamextfingerl hampalml hamchest hamclose hammover hammovel,htight,e0e9 e000 e026 e03e e052 e0d0 e082 e086
hamsymmlr hamflathand hamextfingeru hampalml hamstomach hamlrat hamclose hamparbegin hammoveu hamlargemod hamarcr hammoveur hamparend,huge,e0e9 e001 e020 e03e e053 e059 e0d0 e0e2 e080 e0c7 e0bb e081 e0e3
hamfinger2 hamextfingero hampalmd hamshoulders hamnomotion hamplus hamflathand hamfingerbendmod hamextfingerd hampalmd hamstomach hamclose hamseqbegin hammoveo hamsmallmod hammovei hamsmallmod hamseqend hamrepeatfromstart,hungry,e002 e029 e03c e051 e0af e0e7 e001 e011 e024 e03c e053 e0d0 e0e0 e089 e0c6 e08c e0c6 e0e1 e0d8
hamfist hamthumboutmod hamextfingeru hampalml hamtongue hamclose,hwater,e000 e00c e020 e03e e04b e0d0
hamflathand hamfingerbendmod hamextfingerl hampalml hamnomotion hamplus hamflathand hamthumboutmod hamparbegin hamextfingerul hampalmul hamplus hamextfingero hambetween hamextfingerr hampalmr hamparend hamparbegin hamthumb hambetween hamindexfinger hamfingerpad hamplus hampinkyside hampalm hamparend hamtouch hamseqbegin hammoveur hamsmallmod hammovedl hamsmallmod hamseqend hamrepeatfromstart hamplus hampinch12 hamextfingero hampalmdl hamseqbegin hammover hamlargemod hammovel hamlargemod hamseqend hamrepeatfromstart,i_am_clerk,e001 e011 e026 e03e e0af e0e7 e001 e00c e0e2 e027 e03f e0e7 e029 e0e6 e022 e03a e0e3 e0e2 e070 e0e6 e071 e077 e0e7 e06a e067 e0e3 e0d1 e0e0 e081 e0c6 e085 e0c6 e0e1 e0d8 e0e7 e006 e029 e03d e0e0 e082 e0c7 e086 e0c7 e0e1 e0d8
hamsymmlr hamfist hamthumbacrossmod hamextfingeru hampalml hamshoulders hamclose hamnomotion hammover hamsmallmod hamfast hamrepeatfromstart hamplus hamsymmpar hamfingerstraightmod hamparbegin hamfinger2 hamthumbacrossmod hamfingerbendmod hamplus hamcee12 hamparend hamparbegin hamextfingerd hampalml hamplus hamextfingeror hampalmu hamparend hamparbegin hamindexfinger hamfingermidjoint hampalm hamplus hamthumbball hamparend hamtouch hamchest hamclose hamnomotion hammovel hamrepeatfromstart,ice_hockey,e0e9 e000 e00d e020 e03e e051 e0d0 e0af e082 e0c6 e0c8 e0d8 e0e7 e0e8 e010 e0e2 e002 e00d e011 e0e7 e009 e0e3 e0e2 e024 e03e e0e7 e02a e038 e0e3 e0e2 e071 e078 e067 e0e7 e066 e0e3 e0d1 e052 e0d0 e0af e086 e0d8
hamparbegin hamceeopen hamthumbopenmod hamplus hamflathand hamparend hamparbegin hamextfingerl hampalmdl hamplus hamextfingerr hambetween hamextfingeri hampalmdl hamparend hamtouch hamlrat hamchest hamclose hammoveor hamlargemod hamreplace hampinchall hamextfingerl hampalmdl,identical,e0e2 e00b e00e e0e7 e001 e0e3 e0e2 e026 e03d e0e7 e022 e0e6 e02c e03d e0e3 e0d1 e059 e052 e0d0 e08a e0c7 e0aa e007 e026 e03d
hamparbegin hamfinger2345 hamthumboutmod hamplus hamfinger2345 hamthumboutmod hamparend hamparbegin hamextfingerl hambetween hamextfingerul hampalmd hamplus hamextfingeror hampalmu hambetween hampalmr hamparend hamparbegin hampalm hamplus hammiddlefinger hamfingermidjoint hamparend hamtouch hamchest hamclose hammoveor hamplus hamsymmlr hamfinger2345 hamthumboutmod hamextfingeru hampalmd hamshouldertop hamclose hamcircleo hamplus hamparbegin hampinchall hamthumbacrossmod hamplus hampinchall hamthumbacrossmod hamparend hamparbegin hamextfingeru hampalmdl hamplus hamextfingeru hampalmdr hamparend hamparbegin hamthumb hamfingernail hamplus hamthumb hamfingernail hamparend hamtouch hamshoulders hamclose hamplus hamfinger2345 hamthumboutmod hamextfingero hampalml hamchest hamlrat hamclose hamreplace hamfinger2345 hamthumboutmod hamextfingero hampalmdl hamchest hamlrat hamclose hamreplace hamfinger2345 hamthumboutmod hamextfingero hampalml,impure,e0e2 e005 e00c e0e7 e005 e00c e0e3 e0e2 e026 e0e6 e027 e03c e0e7 e02a e038 e0e6 e03a e0e3 e0e2 e067 e0e7 e072 e078 e0e3 e0d1 e052 e0d0 e08a e0e7 e0e9 e005 e00c e020 e03c e050 e0d0 e092 e0e7 e0e2 e007 e00d e0e7 e007 e00d e0e3 e0e2 e020 e03d e0e7 e020 e03b e0e3 e0e2 e070 e076 e0e7 e070 e076 e0e3 e0d1 e051 e0d0 e0e7 e005 e00c e029 e03e e052 e059 e0d0 e0aa e005 e00c e029 e03d e052 e059 e0d0 e0aa e005 e00c e029 e03e
