__v,_id,ham,symbol,unicode
0,620275c703a2df5bb68996ca,hamfist hamthumboutmod hamparbegin hamextfingeru hampalmd hamplus hamextfingerur hampalmdr hamparend hamparbegin hamthumb hamfingernail hamplus hamthumb hamfingernail hamparend hamtouch hamshoulders hamparbegin hammoveor hamlargemod hamreplace hamextfingero hampalml hamparend,distance,e000 e00c e0e2 e020 e03c e0e7 e021 e03b e0e3 e0e2 e070 e076 e0e7 e070 e076 e0e3 e0d1 e051 e0e2 e08a e0c7 e0aa e029 e03e e0e3
0,620275c703a2df5bb68996cb,hamsymmpar hamparbegin hamflathand hamthumboutmod hamplus hamflathand hamthumboutmod hamparend hamparbegin hamextfingerol hampalml hamplus hamextfingero hampalmu hamparend hamparbegin hampalm hamplus hampalm hamparend hamclose hamparbegin hammoveir hamplus hamnomotion hamparend,divide,e0e8 e0e2 e001 e00c e0e7 e001 e00c e0e3 e0e2 e028 e03e e0e7 e029 e038 e0e3 e0e2 e067 e0e7 e067 e0e3 e0d0 e0e2 e08d e0e7 e0af e0e3
0,620275c703a2df5bb68996cc,hampinch12 hamparbegin hamextfingero hambetween hamextfingerul hampalmd hambetween hampalml hamplus hamextfingero hambetween hamextfingerur hampalmu hambetween hampalmr hamparend hamparbegin hamindexfinger hamfingertip hamplus hamindexfinger hamfingertip hamparend hamclose hamchest hamseqbegin hammoved hamparbegin hamindexfinger hamfingertip hamplus hamindexfinger hamfingertip hamparend hamtouch hamseqend hamplus hamsymmlr hamfingerstraightmod hamalternatingmotion hamcee12 hammiddlefinger hamfingerbendmod hamextfingero hampalmu hamshoulders hammovedr hamslow hammover hamslow hamalternatingmotion,diwali,e006 e0e2 e029 e0e6 e027 e03c e0e6 e03e e0e7 e029 e0e6 e021 e038 e0e6 e03a e0e3 e0e2 e071 e075 e0e7 e071 e075 e0e3 e0d0 e052 e0e0 e084 e0e2 e071 e075 e0e7 e071 e075 e0e3 e0d1 e0e1 e0e7 e0e9 e010 e0dd e009 e072 e011 e029 e038 e051 e083 e0c9 e082 e0c9 e0dd
0,620275c703a2df5bb68996cd,hamparbegin hamceeopen hamplus hamfinger2 hamthumbacrossmod hamparend hamparbegin hamextfingeru hampalml hamplus hamextfingeru hampalmr hamparend hamparbegin hamindexfinger hamfingermidjoint hamplus hamthumb hamfingertip hamparend hamtouch hamparbegin hammoveur hamlargemod hamreplace hampinch12open hamextfingeru hampalmd hamparend,do,e0e2 e00b e0e7 e002 e00d e0e3 e0e2 e020 e03e e0e7 e020 e03a e0e3 e0e2 e071 e078 e0e7 e070 e075 e0e3 e0d1 e0e2 e081 e0c7 e0aa e008 e020 e03c e0e3
0,620275c703a2df5bb68996ce,hamparbegin hamcee12 hamextfingerl hampalmd hamplus hamflathand hamfingerbendmod hamextfingero hampalmu hamparend hamparbegin hamthumbball hamhandback hamplus hamindexfinger hamfingertip hamparend hamtouch hamnomotion,doctor,e0e2 e009 e026 e03c e0e7 e001 e011 e029 e038 e0e3 e0e2 e066 e068 e0e7 e071 e075 e0e3 e0d1 e0af
0,620275c703a2df5bb68996cf,hampinchall hamextfingerl hampalml hamlrat hamshoulders hambetween hamshoulders hamtouch hammoveo hamsmallmod hamreplace hampinchall hamextfingerl hampalml hamshoulders hamlrat hambetween hamshoulders hamtouch hammoveo hamsmallmod hamreplace hampinchall hamextfingerl hampalml hamstomach hambetween hamchest hamtouch,doctor1,e007 e026 e03e e059 e051 e0e6 e051 e0d1 e089 e0c6 e0aa e007 e026 e03e e051 e059 e0e6 e051 e0d1 e089 e0c6 e0aa e007 e026 e03e e053 e0e6 e052 e0d1
0,620275c703a2df5bb68996d0,hamparbegin hamceeopen hamplus hamfinger2 hamthumbacrossmod hamparend hamparbegin hamextfingeru hampalml hamplus hamextfingeru hampalmr hamparend hamparbegin hamindexfinger hamfingermidjoint hamplus hamthumb hamfingertip hamparend hamtouch hamparbegin hammoveur hamlargemod hamreplace hampinch12open hamextfingeru hampalmd hamparend hamplus hamflathand hamparbegin hamextfingerl hampalml hamplus hamextfingerr hampalmr hamparend hamparbegin hammiddlefinger hamfingernail hamplus hampalm hamparend hamclose hamchest hammoveo hamarcd hamsmallmod hamrepeatfromstart,doing,e0e2 e00b e0e7 e002 e00d e0e3 e0e2 e020 e03e e0e7 e020 e03a e0e3 e0e2 e071 e078 e0e7 e070 e075 e0e3 e0d1 e0e2 e081 e0c7 e0aa e008 e020 e03c e0e3 e0e7 e001 e0e2 e026 e03e e0e7 e022 e03a e0e3 e0e2 e072 e076 e0e7 e067 e0e3 e0d0 e052 e089 e0bc e0c6 e0d8
0,620275c703a2df5bb68996d1,hamfist hamthumbacrossmod hamextfingeru hampalmu hamforehead hamlrbeside hamparbegin hammoveo hamreplace hamfinger2 hamthumbacrossmod hamparend,understand (not),e000 e00d e020 e038 e042 e058 e0e2 e089 e0aa e002 e00d e0e3
0,620275c703a2df5bb68996d2,hamfinger2 hamthumboutmod hampinky hamextfingerr hampalml hamstomach hamlrbeside hammoveu hamlargemod hamrepeatfromstart,down,e002 e00c e074 e022 e03e e053 e058 e080 e0c7 e0d8
0,620275c703a2df5bb68996d3,hamfinger23 hamthumbacrossmod hamextfingeru hampalmu hamchest hamclose hamswinging hammovedl hamswinging hammover hamswinging,draw,e003 e00d e020 e038 e052 e0d0 e0a6 e085 e0a6 e082 e0a6
0,620275c703a2df5bb68996d4,hamfinger2 hamindexfinger hamfingerbendmod hamextfingerl hampalmdr hamear hamlrbeside hamtouch hamfingerplay hammover hamfingerplay,dream,e002 e071 e011 e026 e03b e047 e058 e0d1 e0a4 e082 e0a4
0,620275c703a2df5bb68996d5,hamfist hamthumboutmod hamextfingeru hampalmd hambetween hampalml hamlips hamlrat hamclose,drink,e000 e00c e020 e03c e0e6 e03e e04a e059 e0d0
0,620275c703a2df5bb68996d6,hamfist hamthumboutmod hamextfingeru hampalmd hambetween hampalml hamlips hamlrat hamclose hamplus hamflathand hamparbegin hamextfingerl hampalml hamplus hamextfingerr hampalmr hamparend hamparbegin hammiddlefinger hamfingernail hamplus hampalm hamparend hamclose hamchest hammoveo hamarcd hamsmallmod hamrepeatfromstart,drinking,e000 e00c e020 e03c e0e6 e03e e04a e059 e0d0 e0e7 e001 e0e2 e026 e03e e0e7 e022 e03a e0e3 e0e2 e072 e076 e0e7 e067 e0e3 e0d0 e052 e089 e0bc e0c6 e0d8
0,620275c703a2df5bb68996d7,hamfinger23 hamthumbacrossmod hamextfingeru hampalmd hamlips hamclose hamreplace hamfinger23 hamthumbacrossmod hamfingerstraightmod hamextfingeru hampalmd hamlips hamclose hamrepeatfromstart hamplus hamsymmlr hamflathand hamparbegin hamextfingero hampalmd hamplus hamextfingero hampalmd hamparend hamparbegin hamchest hamlrat hamplus hamlrat hamchest hamparend hamparbegin hammoveu hamlargemod hamplus hammoved hamlargemod hamparend hamrepeatfromstart,duck,e003 e00d e020 e03c e04a e0d0 e0aa e003 e00d e010 e020 e03c e04a e0d0 e0d8 e0e7 e0e9 e001 e0e2 e029 e03c e0e7 e029 e03c e0e3 e0e2 e052 e059 e0e7 e059 e052 e0e3 e0e2 e080 e0c7 e0e7 e084 e0c7 e0e3 e0d8
0,620275c703a2df5bb68996d8,hamparbegin hamceeopen hamthumbopenmod hamplus hamflathand hamparend hamparbegin hamextfingerl hampalmdl hamplus hamextfingerr hambetween hamextfingeri hampalmdl hamparend hamtouch hamlrat hamchest hamclose hammoveor hamlargemod hamreplace hampinchall hamextfingerl hampalmdl,duplicate,e0e2 e00b e00e e0e7 e001 e0e3 e0e2 e026 e03d e0e7 e022 e0e6 e02c e03d e0e3 e0d1 e059 e052 e0d0 e08a e0c7 e0aa e007 e026 e03d
0,620275c703a2df5bb68996d9,hamfinger2 hamthumboutmod hamfingerbendmod hamextfingeru hampalmd hameyes hamclose hamparbegin hamswinging hamlargemod hammovedr hamlargemod hamparend,duster,e002 e00c e011 e020 e03c e044 e0d0 e0e2 e0a6 e0c7 e083 e0c7 e0e3
0,620275c703a2df5bb68996db,hampinchall hamfingerstraightmod hamextfingeru hampalmu hamnostrils hamclose hamreplace hamfinger2345 hamthumboutmod hamextfingero hampalmu hamchest,easy,e007 e010 e020 e038 e046 e0d0 e0aa e005 e00c e029 e038 e052
0,620275c703a2df5bb68996dc,hamflathand hamextfingeru hampalmu hamteeth hamclose hamnomotion hammoved hamchest,eat,e001 e020 e038 e04c e0d0 e0af e084 e052
0,620275c703a2df5bb68996dd,hamceeall hamfingerstraightmod hamextfingerui hampalmd hamhead hamlrat hamtouch hamparbegin hamreplace hamextfingero hampalmd hamparend,education,e00a e010 e02e e03c e040 e059 e0d1 e0e2 e0aa e029 e03c e0e3
0,620275c703a2df5bb68996de,hamsymmlr hamflathand hamthumboutmod hamextfingerul hampalml hamtouch hamunderchin hamclose hammoveo hamsmallmod hamrepeatfromstart hamparbegin hamreplace hamfinger23spread hamextfingero hampalml hamchest hamparend hammover,educational terms,e0e9 e001 e00c e027 e03e e0d1 e04e e0d0 e089 e0c6 e0d8 e0e2 e0aa e004 e029 e03e e052 e0e3 e082
0,620275c703a2df5bb68996df,hamsymmlr hamflathand hamthumboutmod hamextfingerul hampalml hamtouch hamunderchin hamclose hammoveo hamsmallmod hamrepeatfromstart hamparbegin hamreplace hamfinger23spread hamextfingero hampalml hamchest hamparend hammover,educational terms,e0e9 e001 e00c e027 e03e e0d1 e04e e0d0 e089 e0c6 e0d8 e0e2 e0aa e004 e029 e03e e052 e0e3 e082
0,620275c703a2df5bb68996e0,hamsymmlr hamflathand hamthumboutmod hamextfingeru hampalml hamearlobe hamtouch hamparbegin hamreplace hamextfingerul hampalml hamparbegin hampalm hamplus hampalm hamparend hamtouch hamshoulders hamlrat hamtouch hamparend hammovel hamlargemod hamlrbeside hamshoulders,eid,e0e9 e001 e00c e020 e03e e048 e0d1 e0e2 e0aa e027 e03e e0e2 e067 e0e7 e067 e0e3 e0d1 e051 e059 e0d1 e0e3 e086 e0c7 e058 e051
0,620275c703a2df5bb68996e1,hamfinger23spread hamthumboutmod hamextfingeru hampalmd hamchest,8,e004 e00c e020 e03c e052
0,620275c703a2df5bb68996e2,hamflathand hamthumboutmod hamringfinger hamfingerhookmod hampinky hamfingerhookmod hamextfingerl hampalml hamchest hamclose hamswinging,eighteen,e001 e00c e073 e012 e074 e012 e026 e03e e052 e0d0 e0a6
0,620275c703a2df5bb68996e3,hamflathand hamthumboutmod hamringfinger hamfingerhookmod hampinky hamfingerhookmod hamextfingerl hampalml hamchest hamclose hamparbegin hamreplace hamextfingerl hampalmd hamunderchin hamtouch hamparend,eight hundred,e001 e00c e073 e012 e074 e012 e026 e03e e052 e0d0 e0e2 e0aa e026 e03c e04e e0d1 e0e3
0,620275c703a2df5bb68996e4,hamflathand hamthumboutmod hamringfinger hamfingerhookmod hampinky hamfingerhookmod hamextfingerl hampalml hamchest hamclose hamparbegin hamreplace hampalmul hamrepeatfromstart hamparend,eight o clock,e001 e00c e073 e012 e074 e012 e026 e03e e052 e0d0 e0e2 e0aa e03f e0d8 e0e3
0,620275c703a2df5bb68996e5,hamparbegin hamfinger2 hamfingerhookmod hamplus hamflathand hamparend hamparbegin hamextfingerl hamplus hamextfingeruo hamparend hamparbegin hampalmd hamplus hampalmr hamparend hamparbegin hampalm hamplus hamindexfinger hamfingertip hamparend hamclose hamreplace hamfinger2 hamreplace hamfinger2 hamfingerhookmod hammover hamwavy hamsmallmod,electrician,e0e2 e002 e012 e0e7 e001 e0e3 e0e2 e026 e0e7 e031 e0e3 e0e2 e03c e0e7 e03a e0e3 e0e2 e067 e0e7 e071 e075 e0e3 e0d0 e0aa e002 e0aa e002 e012 e082 e0bd e0c6
0,620275c703a2df5bb68996e6,hamfinger2 hamthumbacrossmod hamextfingeru hampalmd hamneck hamlrat hammoved hamzigzag,electricity,e002 e00d e020 e03c e04f e059 e084 e0be
0,620275c703a2df5bb68996e7,hampinch12open hamfingerstraightmod hamextfingerol hampalmd hamchest hamclose hamfingerplay,eleven,e008 e010 e028 e03c e052 e0d0 e0a4
0,620275c703a2df5bb68996e8,hamcee12 hamfingerstraightmod hamextfingeruo hampalmd hamchest hamclose hamparbegin hamreplace hampinch12 hamfingerstraightmod hamparend hamrepeatfromstart,eleven o clock,e009 e010 e031 e03c e052 e0d0 e0e2 e0aa e006 e010 e0e3 e0d8
0,620275c703a2df5bb68996e9,hampinch12 hamextfingero hampalmd hamchest hamclose hamparbegin hamreplace hamfinger2 hamthumbacrossmod hammoveo hamparend,email,e006 e029 e03c e052 e0d0 e0e2 e0aa e002 e00d e089 e0e3
0,620275c703a2df5bb68996ea,hamparbegin hampinch12 hamplus hamflathand hamparend hamparbegin hamextfingeru hamplus hamextfingeruo hamparend hamparbegin hampalmd hamplus hampalmr hamparend hamparbegin hamnose hamplus hamstomach hamparend hamclose,embroidry,e0e2 e006 e0e7 e001 e0e3 e0e2 e020 e0e7 e031 e0e3 e0e2 e03c e0e7 e03a e0e3 e0e2 e045 e0e7 e053 e0e3 e0d0
0,620275c703a2df5bb68996eb,hamparbegin hamfinger2 hamthumbacrossmod hamplus hamfinger2 hamthumbacrossmod hamparend hamparbegin hamextfingerl hampalml hamplus hamextfingero hampalmd hamparend hamparbegin hamfingerbase hamhandback hamplus hamfingerpad hamhandback hamparend hamtouch hamchest hammoveo hamlargemod hamfast,empty,e0e2 e002 e00d e0e7 e002 e00d e0e3 e0e2 e026 e03e e0e7 e029 e03c e0e3 e0e2 e079 e068 e0e7 e077 e068 e0e3 e0d1 e052 e089 e0c7 e0c8
0,620275c703a2df5bb68996ec,hamsymmlr hamfinger2345 hamthumboutmod hamextfingero hampalmul hamstomach hammoveu hamarcu hamsmallmod hamrepeatfromstartseveral,encourage,e0e9 e005 e00c e029 e03f e053 e080 e0ba e0c6 e0d9
0,620275c703a2df5bb68996ed,hamsymmlr hamfingerstraightmod hamalternatingmotion hamfinger2345 hamthumboutmod hamextfingero hampalml hamclose hammoveo hamarcu hamsmallmod hamfast hamparbegin hamreplace hamfinger2345 hamthumboutmod hamextfingerul hampalml hamcircleo hamsmallmod hamparend,engine,e0e9 e010 e0dd e005 e00c e029 e03e e0d0 e089 e0ba e0c6 e0c8 e0e2 e0aa e005 e00c e027 e03e e092 e0c6 e0e3
0,620275c703a2df5bb68996ee,hamparbegin hamfinger2 hamplus hamfinger2 hamparend hamparbegin hamextfingerl hamplus hamextfingerr hamparend hamparbegin hampalml hamplus hampalmu hamparend hamparbegin hamfingertip hamindexfinger hamplus hamfingertip hamindexfinger hamparend hamtouch hamparbegin hamreplace hamflathand hamthumboutmod hamparbegin hamextfingerd hamplus hamextfingeror hamparend hampalmd hamparbegin hampalm hamplus hammiddlefinger hamfingernail hamparend hamtouch hammover hamparend,engineer,e0e2 e002 e0e7 e002 e0e3 e0e2 e026 e0e7 e022 e0e3 e0e2 e03e e0e7 e038 e0e3 e0e2 e075 e071 e0e7 e075 e071 e0e3 e0d1 e0e2 e0aa e001 e00c e0e2 e024 e0e7 e02a e0e3 e03c e0e2 e067 e0e7 e072 e076 e0e3 e0d1 e082 e0e3
0,620275c703a2df5bb68996ef,hamfinger2 hamthumbacrossmod hamparbegin hamextfingerol hampalml hamplus hamextfingeror hampalmd hambetween hampalmdr hamparend hamparbegin hamfingerside hamindexfinger hamplus hamfingerside hamindexfinger hamparend hamtouch hammoveor hamrepeatfromstart,england,e002 e00d e0e2 e028 e03e e0e7 e02a e03c e0e6 e03b e0e3 e0e2 e07a e071 e0e7 e07a e071 e0e3 e0d1 e08a e0d8
0,620275c703a2df5bb68996f0,hamfinger2 hamfingerhookmod hamextfingerl hampalmr hamforehead hamlrbeside hamseqbegin hamtouch hamfingerside hamindexfinger hamseqend hamreplace hamextfingerl hampalml hamrepeatfromstart,english,e002 e012 e026 e03a e042 e058 e0e0 e0d1 e07a e071 e0e1 e0aa e026 e03e e0d8
0,620275c703a2df5bb68996f1,hamsymmlr hamfinger2345 hamthumboutmod hamextfingerl hampalml hamparbegin hamthumbside hamplus hampinkyside hamparend hamclose hamchest hamtouch hamcirclei hamsmallmod hamrepeatfromstart,enjoy,e0e9 e005 e00c e026 e03e e0e2 e069 e0e7 e06a e0e3 e0d0 e052 e0d1 e093 e0c6 e0d8
0,620275c703a2df5bb68996f2,hamparbegin hampinchall hamplus hamflathand hamparend hamparbegin hamextfingeri hambetween hamextfingeril hampalmd hamplus hamextfingerr hampalmd hamparend hamparbegin hamchest hamarmextended hamplus hamchest hamparend hamparbegin hammovei hamarcd hamreplace hamflathand hamparend,enter,e0e2 e007 e0e7 e001 e0e3 e0e2 e02c e0e6 e02b e03c e0e7 e022 e03c e0e3 e0e2 e052 e0d4 e0e7 e052 e0e3 e0e2 e08c e0bc e0aa e001 e0e3
0,620275c703a2df5bb68996f3,hamsymmlr hamparbegin hamflathand hamfingerstraightmod hamplus hamflathand hamfingerstraightmod hamparend hamparbegin hamextfingeru hampalml hamplus hamextfingeru hampalmr hamparend hamtouch hamchest hammover hamsmallmod hammovel hamsmallmod,equal,e0e9 e0e2 e001 e010 e0e7 e001 e010 e0e3 e0e2 e020 e03e e0e7 e020 e03a e0e3 e0d1 e052 e082 e0c6 e086 e0c6
0,620275c703a2df5bb68996f4,hamsymmlr hamparbegin hamfinger2345 hamthumboutmod hamplus hamfinger2345 hamthumboutmod hamparend hamparbegin hamextfingeru hamplus hamextfingeru hamparend hamparbegin hampalmu hamplus hampalmu hamparend hamshouldertop hamreplace hamparbegin hampalml hamplus hampalmr hamparend hamreplace hamparbegin hamfinger2 hamthumbacrossmod hamplus hamfinger2345 hamthumboutmod hamparend hamparbegin hamextfingerl hamplus hamextfingeru hamparend hamparbegin hampalml hamplus hampalmr hamparend hamparbegin hammover hamplus hamnomotion hamparend,equator,e0e9 e0e2 e005 e00c e0e7 e005 e00c e0e3 e0e2 e020 e0e7 e020 e0e3 e0e2 e038 e0e7 e038 e0e3 e050 e0aa e0e2 e03e e0e7 e03a e0e3 e0aa e0e2 e002 e00d e0e7 e005 e00c e0e3 e0e2 e026 e0e7 e020 e0e3 e0e2 e03e e0e7 e03a e0e3 e0e2 e082 e0e7 e0af e0e3
0,620275c703a2df5bb68996f5,hamparbegin hamflathand hamplus hamflathand hamparend hamparbegin hamextfingero hamplus hamextfingerr hamparend hamparbegin hampalmd hamplus hampalmd hamparend hamparbegin hampalm hamplus hamhandback hamparend hamclose hamshoulders hamparbegin hamreplace hamextfingeru hampalmd hamhead hamlrbeside hamparend,escape,e0e2 e001 e0e7 e001 e0e3 e0e2 e029 e0e7 e022 e0e3 e0e2 e03c e0e7 e03c e0e3 e0e2 e067 e0e7 e068 e0e3 e0d0 e051 e0e2 e0aa e020 e03c e040 e058 e0e3
0,620275c703a2df5bb68996f6,hamflathand hamthumboutmod hamringfinger hamdoublehooked hampinky hamdoublehooked hamparbegin hamextfingerul hampalmdl hamplus hamextfingerur hampalmdr hamparend hamparbegin hamindexfinger hamfingerpad hamplus hamindexfinger hamfingernail hamparend hamclose hamshouldertop hamseqbegin hammoved hammoveu hamseqend hamrepeatfromstart hamplus hamparbegin hampinch12 hamplus hamflathand hamparend hamparbegin hamextfingerol hampalmdl hamplus hamextfingeru hampalmr hamparend hamparbegin hamindexfinger hamfingertip hamplus hamindexfinger hamfingertip hamparend hamclose hamchest hamparbegin hammoved hamlargemod hamwavy hamsmallmod hamparend,essay,e001 e00c e073 e014 e074 e014 e0e2 e027 e03d e0e7 e021 e03b e0e3 e0e2 e071 e077 e0e7 e071 e076 e0e3 e0d0 e050 e0e0 e084 e080 e0e1 e0d8 e0e7 e0e2 e006 e0e7 e001 e0e3 e0e2 e028 e03d e0e7 e020 e03a e0e3 e0e2 e071 e075 e0e7 e071 e075 e0e3 e0d0 e052 e0e2 e084 e0c7 e0bd e0c6 e0e3
0,620275c703a2df5bb68996f7,hamcee12 hammiddlefinger hamringfinger hampinky hamextfingero hampalmu hamheadtop hammoved hamlargemod hamstomach,evening,e009 e072 e073 e074 e029 e038 e041 e084 e0c7 e053
0,620275c703a2df5bb68996f8,hamfist hamthumbacrossmod hamextfingeru hambetween hamextfingeri hampalmd hamcheek hamseqbegin hamtouch hammiddlefinger hamfingermidjoint hamseqend hamparbegin hammovedo hamarcu hamreplace hamfinger2345 hamthumboutmod hamextfingero hambetween hamextfingeruo hampalmu hamparend,every,e000 e00d e020 e0e6 e02c e03c e049 e0e0 e0d1 e072 e078 e0e1 e0e2 e090 e0ba e0aa e005 e00c e029 e0e6 e031 e038 e0e3
0,620275c703a2df5bb68996f9,hamflathand hambetween hamflathand hamfingerbendmod hamextfingeri hampalmd hamcheek hamparbegin hammovedo hamarcu hamreplace hamflathand hamthumboutmod hamextfingero hampalmu hamparend,every,e001 e0e6 e001 e011 e02c e03c e049 e0e2 e090 e0ba e0aa e001 e00c e029 e038 e0e3
0,620275c703a2df5bb68996fa,hamsymmlr hamflathand hamextfingerl hampalml hamparbegin hammiddlefinger hamfingertip hamplus hammiddlefinger hamfingertip hamparend hamtouch, ,e0e9 e001 e026 e03e e0e2 e072 e075 e0e7 e072 e075 e0e3 e0d1
0,620275c703a2df5bb68996fb,hamsymmlr hamflathand hamextfingeru hampalmu hamshouldertop hambetween hamhead hamlrbeside,day,e0e9 e001 e020 e038 e050 e0e6 e040 e058
0,620275c703a2df5bb68996fc,hamfinger2 hamthumbacrossmod hamparbegin hamextfingerl hampalmdl hamplus hamextfingerr hampalmdr hamparend hamtouch hamchest hamcirclel hamrepeatfromstart,every year,e002 e00d e0e2 e026 e03d e0e7 e022 e03b e0e3 e0d1 e052 e096 e0d8
0,620275c703a2df5bb68996fd,hamparbegin hamfinger2 hamthumbacrossmod hambetween hamfinger2 hamthumbacrossmod hamfingerstraightmod hamplus hamflathand hamparend hamparbegin hamextfingeru hampalmu hamplus hamextfingero hampalmr hamparend hamparbegin hamtongue hamplus hamlrat hamshoulders hamparend hamreplace hamcee12 hamextfingero hampalml hamlrat hamshoulders hambetween hamshoulders hamclose hammoved,exam,e0e2 e002 e00d e0e6 e002 e00d e010 e0e7 e001 e0e3 e0e2 e020 e038 e0e7 e029 e03a e0e3 e0e2 e04b e0e7 e059 e051 e0e3 e0aa e009 e029 e03e e059 e051 e0e6 e051 e0d0 e084
0,620275c703a2df5bb68996fe,hamsymmlr hamfingerstraightmod hamalternatingmotion hamfist hamthumboutmod hamextfingerl hampalml hamchest hamclose hamseqbegin hammoveuo hamfast hammovedi hamfast hamseqend hamrepeatfromstartseveral,examination,e0e9 e010 e0dd e000 e00c e026 e03e e052 e0d0 e0e0 e091 e0c8 e08f e0c8 e0e1 e0d9
0,620275c703a2df5bb68996ff,hamsymmlr hamfist hamthumboutmod hamextfingerl hampalml hamchest hamclose hammoveu hamrepeatfromstart hamparbegin hamreplace hamfinger2 hamthumbacrossmod hamextfingeru hampalmul hammoveo hamrepeatfromstart hamparend,examine,e0e9 e000 e00c e026 e03e e052 e0d0 e080 e0d8 e0e2 e0aa e002 e00d e020 e03f e089 e0d8 e0e3
0,620275c703a2df5bb6899700,hamfinger2345 hamthumboutmod hamextfingerul hampalml hamchest hamclose hamparbegin hamreplace hampinchall hamfingerstraightmod hamextfingerl hammoveo hamparend,example,e005 e00c e027 e03e e052 e0d0 e0e2 e0aa e007 e010 e026 e089 e0e3
0,620275c703a2df5bb6899701,hamfinger23spread hamthumbacrossmod hamextfingeru hampalml hambetween hampalmul hamchest hamclose hamparbegin hammovel hamarcu hamsmallmod hamreplace hamextfingerl hambetween hamextfingerdl hampalmdl hambetween hampalmd hamparend hamplus hamparbegin hamfinger2 hamthumbacrossmod hamplus hamfinger2 hamthumbacrossmod hamparend hamparbegin hamextfingerl hampalmdl hamplus hamextfingero hampalmdr hamparend hamparbegin hamindexfinger hamfingertip hamplus hamindexfinger hamfingertip hamparend hamclose hammoveu hammoved hamlargemod,except for,e004 e00d e020 e03e e0e6 e03f e052 e0d0 e0e2 e086 e0ba e0c6 e0aa e026 e0e6 e025 e03d e0e6 e03c e0e3 e0e7 e0e2 e002 e00d e0e7 e002 e00d e0e3 e0e2 e026 e03d e0e7 e029 e03b e0e3 e0e2 e071 e075 e0e7 e071 e075 e0e3 e0d0 e080 e084 e0c7
0,620275c703a2df5bb6899702,hamsymmlr hamfist hamthumbacrossmod hamextfingerl hampalmd hamneck hambetween hamchest hamlrat hamtouch hammoveuo hamlargemod hamlargemod hammovedi hamlargemod hamlargemod hamrepeatfromstartseveral,exercise,e0e9 e000 e00d e026 e03c e04f e0e6 e052 e059 e0d1 e091 e0c7 e0c7 e08f e0c7 e0c7 e0d9
0,620275c703a2df5bb6899703,hamfinger2345 hamthumboutmod hamextfingerl hampalml hamstomach hamlrat hamclose hamparbegin hamreplace hamextfingerdl hamswinging hamparend,expensive,e005 e00c e026 e03e e053 e059 e0d0 e0e2 e0aa e025 e0a6 e0e3
0,620275c703a2df5bb6899704,hamparbegin hamfinger2 hamplus hamfinger2 hamparend hamparbegin hamextfingeru hamplus hamextfingeror hamparend hamparbegin hampalmd hamplus hampalmd hamparend hamparbegin hamfingermidjoint hamindexfinger hamplus hamfingermidjoint hamindexfinger hamparend hammoveu hamhead hamtouch hammoved hamchest hamparbegin hamreplace hamextfingerol hampalmd hamparend hamclose hamparbegin hamreplace hampalmu hamparend hamparbegin hamreplace hampalmd hamparend,experience,e0e2 e002 e0e7 e002 e0e3 e0e2 e020 e0e7 e02a e0e3 e0e2 e03c e0e7 e03c e0e3 e0e2 e078 e071 e0e7 e078 e071 e0e3 e080 e040 e0d1 e084 e052 e0e2 e0aa e028 e03c e0e3 e0d0 e0e2 e0aa e038 e0e3 e0e2 e0aa e03c e0e3
0,620275c703a2df5bb6899705,hamflathand hamextfingero hampalmu hamchest hamlrat hammoveu hamlargemod hamshouldertop,extra,e001 e029 e038 e052 e059 e080 e0c7 e050
0,620275c703a2df5bb6899706,hamflathand hamthumboutmod hamfingerstraightmod hamextfingeru hampalml hameyes hamlrat hamclose hamswinging hamsmallmod hamslow,eyelash,e001 e00c e010 e020 e03e e044 e059 e0d0 e0a6 e0c6 e0c9
0,620275c703a2df5bb6899707,hamsymmlr hamfinger23 hamthumbacrossmod hamextfingerol hampalmd hamparbegin hamfingerpad hamindexfinger hammiddlefinger hamplus hamfingernail hamindexfinger hammiddlefinger hamparend hamtouch hamstomach hamclose,f,e0e9 e003 e00d e028 e03c e0e2 e077 e071 e072 e0e7 e076 e071 e072 e0e3 e0d1 e053 e0d0
0,620275c703a2df5bb6899708,hamsymmlr hamparbegin hamfinger23 hamthumbacrossmod hamplus hamfinger23 hamthumbacrossmod hamparend hamparbegin hamextfingerol hamplus hamextfingeror hamparend hamparbegin hampalmd hamplus hampalmd hamparend hamparbegin hamindexfinger hammiddlefinger hamfingermidjoint hamplus hamindexfinger hammiddlefinger hamfingermidjoint hamparend hamclose hamparbegin hammoved hamsmallmod hamplus hamnomotion hamparend hamtouch hamchest hamclose hamcircleo,factory,e0e9 e0e2 e003 e00d e0e7 e003 e00d e0e3 e0e2 e028 e0e7 e02a e0e3 e0e2 e03c e0e7 e03c e0e3 e0e2 e071 e072 e078 e0e7 e071 e072 e078 e0e3 e0d0 e0e2 e084 e0c6 e0e7 e0af e0e3 e0d1 e052 e0d0 e092
